1538074641,person: 96.33%,128,102,301,226
1538074642,person: 99.38%,134,101,293,226
1538074642,person: 99.71%,137,100,294,227
1538074642,person: 99.72%,139,98,295,226
1538074642,person: 99.50%,138,98,294,228
1538074642,person: 99.07%,136,96,296,227
1538074642,person: 99.02%,136,95,295,226
1538074642,person: 98.79%,137,93,297,225
1538074642,person: 98.74%,135,92,299,225
1538074642,person: 98.70%,133,89,300,225
1538074642,person: 98.81%,133,89,300,225
1538074642,person: 99.07%,134,89,301,225
1538074642,person: 99.27%,132,87,301,224
1538074642,person: 99.15%,131,86,302,224
1538074643,person: 98.96%,132,87,304,224
1538074643,person: 98.96%,133,87,302,224
1538074643,person: 98.92%,133,88,302,225
1538074643,person: 98.89%,133,87,304,224
1538074643,person: 99.11%,134,86,307,224
1538074643,person: 99.37%,132,86,308,224
1538074643,person: 99.31%,120,85,313,224
1538074643,person: 99.56%,115,85,315,225
1538074643,person: 99.59%,115,82,315,226
1538074643,person: 99.59%,115,80,316,226
1538074643,person: 99.68%,115,78,316,225
1538074643,person: 99.74%,116,76,316,225
1538074643,person: 99.81%,116,76,316,225
1538074643,person: 99.77%,116,76,317,225
1538074643,person: 99.74%,116,75,318,225
1538074643,person: 99.78%,116,74,319,225
1538074643,person: 99.78%,116,73,319,225
1538074643,person: 99.80%,116,74,320,225
1538074643,person: 99.80%,116,74,320,225
1538074643,person: 99.81%,116,74,321,225
1538074643,person: 99.84%,116,73,321,225
1538074643,person: 99.84%,115,73,322,225
1538074643,person: 99.86%,115,73,323,225
1538074643,person: 99.86%,114,72,321,225
1538074644,person: 99.88%,113,71,322,225
1538074644,person: 99.88%,113,71,322,225
1538074644,person: 99.90%,113,72,322,225
1538074644,person: 99.90%,113,72,321,225
1538074644,person: 99.88%,114,72,321,225
1538074644,person: 99.87%,114,72,322,225
1538074644,person: 99.86%,114,71,322,225
1538074644,person: 99.85%,115,71,323,225
1538074644,person: 99.85%,115,70,324,225
1538074644,person: 99.85%,115,70,325,225
1538074644,person: 99.90%,116,69,324,225
1538074644,person: 99.90%,116,69,324,225
1538074644,person: 99.90%,116,69,324,225
1538074644,person: 99.90%,116,70,324,225
1538074644,person: 99.90%,116,70,324,225
1538074644,person: 99.93%,119,70,324,225
1538074644,person: 99.94%,119,70,324,225
1538074644,person: 99.92%,118,71,323,225
1538074644,person: 99.89%,118,71,323,225
1538074644,person: 99.88%,118,71,324,225
1538074645,person: 99.88%,118,70,325,225
1538074645,person: 99.84%,118,70,324,225
1538074645,person: 99.79%,118,71,324,225
1538074645,person: 99.75%,117,69,326,224
1538074645,person: 99.77%,116,68,328,224
1538074645,person: 99.76%,115,66,329,224
1538074645,person: 99.73%,115,64,329,224
1538074645,person: 99.46%,117,62,333,223
1538074645,person: 99.53%,116,60,334,223
1538074645,person: 99.52%,115,59,338,224
1538074645,person: 99.38%,117,58,340,224
1538074645,person: 99.02%,118,57,346,224
1538074645,person: 99.02%,118,57,346,224
1538074645,person: 99.11%,118,56,348,224
1538074645,person: 99.48%,117,55,347,224
1538074645,person: 99.54%,121,51,336,226
1538074645,person: 99.63%,122,49,336,226
1538074645,person: 99.61%,122,47,337,225
1538074645,person: 99.64%,124,47,336,225
1538074645,person: 99.77%,122,47,335,225
1538074645,person: 99.75%,121,47,335,225
1538074645,person: 99.79%,122,47,335,225
1538074645,person: 99.83%,121,47,335,225
1538074646,person: 99.81%,120,48,334,225
1538074646,person: 99.82%,120,48,332,225
1538074646,person: 99.81%,120,48,332,225
1538074646,person: 99.86%,119,49,332,225
1538074646,person: 99.87%,119,48,331,225
1538074646,person: 99.80%,120,47,332,225
1538074646,person: 99.82%,118,48,332,225
1538074646,person: 99.81%,119,47,333,225
1538074646,person: 99.77%,120,46,332,225
1538074646,person: 99.76%,119,45,334,225
1538074646,person: 99.77%,118,45,333,226
1538074646,person: 99.81%,119,45,333,225
1538074646,person: 99.82%,120,46,331,225
1538074646,person: 99.75%,118,45,331,225
1538074646,person: 99.75%,119,46,329,226
1538074646,person: 99.69%,121,46,328,226
1538074646,person: 99.66%,120,46,328,226
1538074646,person: 99.66%,119,46,326,226
1538074646,person: 99.62%,120,46,324,226
1538074646,person: 99.73%,119,47,325,226
1538074646,person: 99.71%,119,47,325,226
1538074646,person: 99.70%,119,47,326,226
1538074646,person: 99.64%,120,48,326,226
1538074647,person: 99.64%,121,48,326,226
1538074647,person: 99.59%,121,48,327,226
1538074647,person: 99.63%,121,48,326,226
1538074647,person: 99.58%,122,48,327,226
1538074647,person: 99.60%,121,49,327,226
1538074647,person: 99.57%,121,48,328,226
1538074647,person: 99.58%,121,49,328,226
1538074647,person: 99.55%,120,49,328,226
1538074647,person: 99.58%,121,49,328,226
1538074647,person: 99.64%,121,48,328,226
1538074647,person: 99.64%,120,48,329,225
1538074647,person: 99.67%,120,48,329,225
1538074647,person: 99.71%,120,48,328,225
1538074647,person: 99.67%,120,48,328,225
1538074647,person: 99.65%,120,48,327,225
1538074647,person: 99.65%,120,48,326,225
1538074647,person: 99.68%,120,47,327,225
1538074647,person: 99.69%,120,48,326,225
1538074647,person: 99.67%,120,47,326,225
1538074647,person: 99.62%,121,48,327,225
1538074647,person: 99.58%,122,48,326,225
1538074647,person: 99.64%,121,47,326,225
1538074647,person: 99.64%,121,47,326,226
1538074647,person: 99.64%,121,47,326,226
1538074648,person: 99.58%,122,48,326,226
1538074648,person: 99.58%,123,48,326,225
