1538075735,videostart,0,0,0,0,0
1538075742,person0,0.31,225,1,398,225
1538075742,person0,0.27,227,0,398,223
1538075742,person0,0.28,229,1,398,224
1538075743,person0,0.30,228,0,399,223
1538075743,person0,0.32,229,1,399,223
1538075743,person0,0.32,230,2,399,223
1538075743,person0,0.28,230,1,399,223
1538075743,person0,0.33,229,0,399,223
1538075743,person0,0.31,231,1,399,223
1538075743,person0,0.43,225,1,399,223
1538075743,person0,0.27,226,0,399,224
1538075743,person0,0.75,221,2,399,223
1538075743,person0,0.85,214,1,399,222
1538075743,person0,0.62,215,2,398,222
1538075743,person0,0.58,217,2,398,222
1538075743,person0,0.95,216,2,387,223
1538075743,person0,0.95,218,1,389,224
1538075744,person0,0.97,217,2,389,223
1538075744,person0,0.92,216,3,386,223
1538075744,person0,0.95,216,2,369,222
1538075744,person0,0.94,217,2,371,223
1538075744,person0,0.90,217,2,377,222
1538075744,person0,0.92,218,2,386,223
1538075744,person0,0.92,216,2,386,223
1538075744,person0,0.92,216,2,385,223
1538075744,person0,0.92,218,2,373,223
1538075744,person0,0.92,219,2,371,223
1538075744,person0,0.87,220,3,369,223
1538075744,person0,0.92,220,3,369,223
1538075744,person0,0.94,219,2,370,223
1538075744,person0,0.95,219,2,369,223
1538075744,person0,0.94,220,2,370,223
1538075744,person0,0.89,220,2,368,222
1538075744,person0,0.78,220,3,368,222
1538075744,person0,0.81,221,4,368,222
1538075744,person0,0.84,220,4,368,221
1538075744,person0,0.77,219,5,367,221
1538075744,person0,0.91,217,3,364,221
1538075744,person0,0.93,216,2,363,221
1538075744,person0,0.92,215,2,361,221
1538075745,person0,0.93,215,3,357,221
1538075745,person0,0.98,216,3,350,221
1538075745,person0,0.98,216,3,349,221
1538075745,person0,0.98,215,3,348,222
1538075745,person0,0.99,209,2,344,222
1538075745,person0,0.99,205,2,344,222
1538075745,person0,0.98,204,3,347,222
1538075745,person0,0.96,202,3,348,222
1538075745,person0,0.97,203,2,345,223
1538075745,person0,0.97,200,2,345,222
1538075745,person0,0.94,195,1,336,223
1538075745,person0,0.85,187,0,328,224
1538075745,person0,0.63,187,0,325,223
1538075745,person0,0.52,184,0,322,221
1538075745,person0,0.42,181,0,321,223
1538075745,person0,0.38,169,3,287,223
1538075746,person1,0.29,74,9,292,222
1538075746,person0,0.34,64,8,225,224
1538075746,person0,0.51,55,8,218,222
1538075746,person0,0.45,45,4,213,222
1538075746,person0,0.66,36,2,210,224
1538075746,person0,0.79,22,3,192,224
1538075746,person0,0.95,18,2,189,223
1538075746,person0,0.88,16,2,187,223
1538075746,person0,0.86,20,3,189,224
1538075746,person0,0.60,16,3,191,224
1538075746,person0,0.51,13,3,192,224
1538075746,person0,0.66,12,3,189,223
1538075746,person0,0.63,11,4,190,223
1538075747,person0,0.42,7,3,190,223
1538075747,person0,0.53,5,2,191,222
1538075747,person0,0.56,5,2,190,222
1538075747,person0,0.56,4,2,190,221
1538075747,person0,0.47,4,2,190,222
1538075747,person1,0.69,5,2,189,222
1538075747,person1,0.63,4,2,189,222
1538075747,person1,0.68,4,1,189,222
1538075747,person1,0.65,5,2,189,222
1538075747,person0,0.68,4,1,189,222
1538075747,person0,0.68,3,1,189,222
1538075747,person0,0.53,4,2,190,222
1538075747,person0,0.42,4,1,190,221
1538075747,person0,0.69,4,1,189,222
1538075747,person0,0.57,8,0,190,221
1538075747,person0,0.72,10,0,193,222
1538075747,person0,0.46,7,2,196,224
1538075755,person0,0.35,300,0,400,226
1538075755,person1,0.29,298,22,399,225
1538075755,person0,0.33,294,6,399,224
1538075755,person0,0.29,290,7,399,225
1538075755,person0,0.43,252,6,400,221
1538075756,person0,0.36,242,3,399,222
1538075756,person0,0.45,222,3,398,224
1538075756,person0,0.67,215,3,399,224
1538075756,person1,0.81,209,2,399,223
1538075756,person0,0.92,190,2,400,225
1538075756,person0,0.77,191,3,399,223
1538075756,person0,0.88,187,3,399,224
1538075756,person0,0.97,179,3,399,224
1538075756,person0,0.97,176,4,399,224
1538075756,person0,0.96,177,-4,400,225
1538075756,person0,0.98,171,-5,401,226
1538075756,person0,0.99,167,-4,402,226
1538075756,person0,0.99,167,-8,401,226
1538075756,person0,0.99,166,-8,400,226
1538075756,person0,0.99,163,-9,398,225
1538075756,person0,0.99,163,-7,398,225
1538075756,person1,0.99,161,-5,398,226
1538075756,person1,0.98,161,-5,396,225
1538075756,person1,0.98,158,-1,396,225
1538075757,person0,0.99,159,0,396,224
1538075757,person1,0.99,158,0,396,224
1538075757,person1,0.99,159,0,392,224
1538075757,person0,0.98,155,15,386,224
1538075757,person0,0.98,150,14,382,219
1538075757,person0,0.97,141,17,380,224
1538075757,person0,0.94,149,17,372,218
1538075757,person0,0.96,150,11,375,222
1538075757,person0,0.97,139,14,377,223
1538075757,person0,0.98,135,10,376,223
1538075757,person0,0.99,134,10,377,224
1538075757,person0,0.99,130,10,375,224
1538075757,person0,0.99,123,4,373,224
1538075757,person0,0.99,117,5,374,224
1538075757,person0,1.00,122,5,374,224
1538075757,person0,1.00,129,1,366,224
1538075757,person0,1.00,129,1,365,224
1538075757,person0,1.00,128,1,362,224
1538075757,person0,1.00,128,0,361,224
1538075757,person0,1.00,117,1,357,225
1538075757,person0,1.00,111,1,357,225
1538075757,person0,1.00,113,1,355,224
1538075758,person0,1.00,107,1,356,224
1538075758,person0,1.00,99,2,357,224
1538075758,person0,1.00,93,2,356,223
1538075758,person0,1.00,92,3,352,223
1538075758,person0,1.00,93,2,347,223
1538075758,person0,1.00,93,2,351,223
1538075758,person0,1.00,96,2,352,223
1538075758,person0,1.00,101,2,352,224
1538075758,person0,1.00,101,2,354,224
1538075758,person0,1.00,106,1,354,224
1538075758,person0,1.00,108,1,355,224
1538075758,person0,1.00,105,1,354,224
1538075758,videoend,0,0,0,0,0
