1538077452,94.32%,0.94,240,74,298,150
1538077452,95.92%,0.96,240,74,297,150
1538077452,95.97%,0.96,240,73,298,150
1538077452,92.99%,0.93,240,74,298,150
1538077452,94.12%,0.94,241,73,298,150
1538077452,97.66%,0.98,241,74,297,149
1538077452,97.86%,0.98,241,74,297,149
1538077452,96.42%,0.96,241,74,297,149
1538077453,94.25%,0.94,240,74,297,150
1538077453,97.23%,0.97,241,75,297,149
1538077453,97.43%,0.97,241,74,297,149
1538077453,98.36%,0.98,242,74,297,149
1538077453,98.64%,0.99,242,74,297,148
1538077453,97.89%,0.98,241,74,297,149
1538077453,98.31%,0.98,241,74,297,148
1538077453,97.73%,0.98,241,74,297,148
1538077453,97.76%,0.98,241,74,298,148
1538077453,97.67%,0.98,242,74,297,148
1538077453,97.71%,0.98,242,74,297,148
1538077453,97.74%,0.98,242,74,297,148
1538077453,97.60%,0.98,242,74,297,148
1538077453,97.11%,0.97,242,74,297,148
1538077453,97.43%,0.97,242,74,297,148
1538077453,97.34%,0.97,242,74,297,148
1538077453,97.46%,0.97,242,74,297,148
1538077453,97.42%,0.97,242,75,297,148
1538077453,97.12%,0.97,242,75,297,148
1538077453,97.17%,0.97,242,74,297,148
1538077453,97.13%,0.97,242,74,297,148
1538077454,96.99%,0.97,241,74,297,148
1538077454,97.61%,0.98,241,74,297,148
1538077454,98.28%,0.98,241,74,297,148
1538077454,97.76%,0.98,241,74,297,149
1538077454,98.48%,0.98,241,74,297,149
1538077454,98.19%,0.98,241,74,297,148
1538077454,98.05%,0.98,241,75,297,148
1538077454,99.03%,0.99,241,74,297,148
1538077454,96.76%,0.97,241,74,297,148
1538077454,96.93%,0.97,240,74,296,148
1538077454,96.05%,0.96,241,74,297,149
1538077454,95.79%,0.96,241,75,297,149
1538077454,95.41%,0.95,242,76,297,149
1538077454,95.81%,0.96,242,75,297,149
1538077454,95.09%,0.95,242,76,301,154
1538077454,92.45%,0.92,243,76,302,157
1538077454,74.14%,0.74,244,75,306,160
1538077454,67.40%,0.67,244,73,310,158
1538077463,50.98%,0.51,213,0,263,50
1538077463,65.66%,0.66,212,1,263,55
1538077463,78.14%,0.78,213,1,264,56
1538077463,67.64%,0.68,212,1,265,61
1538077463,64.61%,0.65,214,1,268,70
1538077463,53.90%,0.54,217,1,272,75
1538077463,75.87%,0.76,219,3,283,94
1538077463,74.22%,0.74,219,4,284,96
1538077463,76.07%,0.76,220,12,283,100
1538077463,62.06%,0.62,220,15,283,100
1538077463,85.95%,0.86,219,18,282,105
1538077463,80.20%,0.80,220,23,281,106
1538077463,94.35%,0.94,220,23,280,106
1538077463,97.32%,0.97,219,23,279,107
1538077464,93.30%,0.93,218,22,279,107
1538077464,98.28%,0.98,219,20,278,107
1538077464,98.72%,0.99,219,20,278,107
1538077464,98.72%,0.99,219,19,279,107
1538077464,95.81%,0.96,219,18,281,106
1538077464,96.56%,0.97,219,17,282,106
1538077464,94.18%,0.94,219,17,282,105
1538077464,94.64%,0.95,220,16,283,105
1538077464,93.45%,0.93,219,14,282,103
1538077464,85.85%,0.86,220,7,284,99
1538077464,76.30%,0.76,220,5,283,96
1538077464,80.35%,0.80,222,2,283,89
1538077464,79.82%,0.80,224,1,284,87
1538077464,77.06%,0.77,225,0,286,82
1538077464,74.06%,0.74,225,0,288,80
1538077464,80.30%,0.80,226,0,287,75
1538077464,73.64%,0.74,226,0,287,75
1538077464,72.02%,0.72,226,0,289,74
1538077464,63.83%,0.64,226,0,289,73
1538077464,51.74%,0.52,225,0,289,71
1538077464,58.13%,0.58,223,-1,286,67
1538077465,68.50%,0.68,223,-1,286,65
1538077465,67.73%,0.68,224,-1,284,62
1538077465,89.99%,0.90,223,-1,282,61
1538077465,89.22%,0.89,223,-1,282,59
1538077465,89.87%,0.90,223,0,281,59
1538077465,97.79%,0.98,221,-1,281,57
1538077465,97.94%,0.98,221,-1,280,56
1538077465,95.06%,0.95,219,-1,280,56
1538077465,72.10%,0.72,218,0,278,53
1538077465,65.21%,0.65,218,0,277,52
1538077469,videoend,0,0,0,0,0
