1538077448,videostart,0,0,0,0,0
1538077449,96.34%,0.96,281,76,343,154
1538077449,92.24%,0.92,281,76,343,153
1538077449,80.12%,0.80,281,76,341,152
1538077449,93.86%,0.94,280,74,339,152
1538077449,86.07%,0.86,280,73,337,151
1538077449,84.70%,0.85,278,71,337,149
1538077449,78.74%,0.79,278,71,335,148
1538077449,84.37%,0.84,275,68,333,144
1538077450,59.46%,0.59,274,69,332,142
1538077450,56.47%,0.56,271,63,329,138
1538077450,76.04%,0.76,269,62,324,138
1538077450,88.16%,0.88,268,60,322,137
1538077450,83.05%,0.83,267,60,323,137
1538077450,73.52%,0.74,260,66,318,142
1538077450,62.05%,0.62,253,75,313,146
1538077450,68.99%,0.69,251,71,310,143
1538077450,58.56%,0.59,249,73,308,145
1538077450,88.02%,0.88,244,71,300,147
1538077450,97.53%,0.98,243,73,298,147
1538077450,98.46%,0.98,242,73,297,148
1538077450,97.13%,0.97,239,74,295,148
1538077450,98.45%,0.98,238,74,294,150
1538077450,99.09%,0.99,239,75,293,150
1538077450,99.10%,0.99,238,73,293,150
1538077450,99.31%,0.99,239,75,292,149
1538077450,99.33%,0.99,238,76,292,150
1538077450,99.61%,1.00,239,76,292,150
1538077451,99.20%,0.99,239,76,292,150
1538077451,98.96%,0.99,239,76,292,151
1538077451,99.52%,1.00,239,78,292,149
1538077451,99.33%,0.99,239,77,293,150
1538077451,99.44%,0.99,239,77,293,150
1538077451,98.93%,0.99,239,77,293,150
1538077451,98.77%,0.99,239,77,293,149
1538077451,97.93%,0.98,239,77,294,149
1538077451,99.02%,0.99,239,76,294,149
1538077451,98.83%,0.99,239,76,294,149
1538077451,98.60%,0.99,238,75,295,150
1538077451,98.71%,0.99,238,75,294,150
1538077451,99.10%,0.99,239,75,295,150
1538077451,99.02%,0.99,239,75,294,149
1538077451,99.44%,0.99,239,75,294,149
1538077451,99.30%,0.99,238,74,294,150
1538077451,98.77%,0.99,238,75,294,149
1538077451,98.49%,0.98,237,74,294,149
1538077451,98.65%,0.99,237,74,294,149
1538077451,98.58%,0.99,237,74,294,149
1538077451,98.58%,0.99,237,74,294,149
1538077452,96.83%,0.97,237,74,293,149
1538077452,95.40%,0.95,236,74,293,149
1538077452,95.31%,0.95,237,74,294,148
1538077452,94.42%,0.94,237,75,293,149
1538077452,94.99%,0.95,237,75,294,149
1538077452,93.81%,0.94,238,75,295,149
1538077452,92.03%,0.92,237,75,294,149
1538077452,94.86%,0.95,238,75,295,148
1538077452,96.51%,0.97,239,74,296,148
1538077452,96.99%,0.97,239,74,296,149
1538077452,95.76%,0.96,239,75,296,149
1538077452,97.18%,0.97,239,74,297,149
1538077452,97.06%,0.97,240,74,297,149
