ts,label,id,confidence,startX,startY,endX,endY
1538161541,videostart,0,0,0,0,0,0
1538161548,person,0,0.57,244,108,374,225
1538161548,person,0,0.82,229,105,396,224
1538161548,person,0,0.78,240,105,354,224
1538161548,person,0,0.93,231,99,394,225
1538161548,person,0,0.96,230,95,394,225
1538161548,person,0,0.97,229,89,396,226
1538161548,person,0,0.98,226,80,398,226
1538161548,person,0,0.96,219,66,398,226
1538161548,person,0,0.97,218,65,398,226
1538161548,person,1,0.96,207,70,397,227
1538161548,person,1,0.95,204,75,393,226
1538161548,person,1,0.94,200,80,384,227
1538161548,person,1,0.86,200,86,370,227
1538161548,person,1,0.89,195,87,351,227
1538161548,person,1,0.83,192,90,345,224
1538161548,person,1,0.86,191,90,331,226
1538161548,person,1,0.93,183,103,314,226
1538161549,person,1,0.90,166,98,306,223
1538161549,person,1,0.86,157,97,297,226
1538161549,person,1,0.88,142,91,285,226
1538161549,person,1,0.92,140,88,283,225
1538161549,person,2,0.92,136,86,284,225
1538161549,person,0,0.95,133,92,281,226
1538161549,person,0,0.97,123,91,286,227
1538161549,person,0,0.98,118,90,257,227
1538161549,person,0,0.92,111,91,231,225
1538161549,person,0,0.94,108,94,230,225
1538161549,person,0,0.95,99,93,231,224
1538161549,person,0,0.93,97,97,229,224
1538161549,person,0,0.95,91,101,230,225
1538161549,person,0,0.94,75,101,219,225
1538161549,person,0,0.87,77,100,211,226
1538161549,person,0,0.86,70,100,209,225
1538161549,person,0,0.80,61,103,198,226
1538161550,person,0,0.57,60,104,192,226
1538161550,person,0,0.79,34,107,192,226
1538161550,person,0,0.94,13,108,192,225
1538161550,person,0,0.94,10,108,186,226
1538161550,person,0,0.95,17,105,171,224
1538161550,person,0,0.96,21,101,170,224
1538161550,person,0,0.98,18,95,166,223
1538161550,person,0,0.95,17,91,166,224
1538161550,person,0,0.98,16,89,165,224
1538161550,person,0,0.96,18,88,169,223
1538161550,person,0,0.96,21,88,173,223
1538161550,person,0,0.96,26,88,177,223
1538161550,person,0,0.94,35,88,190,224
1538161550,person,0,0.93,44,89,193,225
1538161550,person,0,0.96,50,90,191,226
1538161550,person,0,0.92,62,90,202,226
1538161550,person,0,0.90,67,93,206,228
1538161551,person,0,0.87,65,90,209,228
1538161551,person,0,0.83,62,90,211,230
1538161551,person,0,0.95,65,90,220,230
1538161551,person,0,0.95,63,90,220,227
1538161551,person,0,0.96,72,89,231,226
1538161551,person,0,0.96,72,89,232,225
1538161551,person,0,0.97,73,87,229,225
1538161551,person,0,0.91,71,87,230,226
1538161551,person,0,0.85,65,87,226,226
1538161551,person,0,0.83,68,91,218,226
1538161551,person,0,0.93,53,91,213,224
1538161551,person,0,0.95,52,93,208,224
1538161551,person,0,0.95,47,92,205,225
1538161551,person,0,0.94,26,91,197,225
1538161551,person,0,0.95,19,90,191,223
1538161551,person,0,0.96,17,86,189,223
1538161551,person,0,0.95,14,82,185,223
1538161551,person,0,0.97,8,86,186,224
1538161552,person,0,0.96,5,80,189,226
1538161552,person,0,0.99,0,80,183,225
1538161552,person,0,0.99,0,79,181,225
1538161552,person,0,0.99,-1,76,174,226
1538161552,person,0,1.00,-1,75,171,226
1538161552,person,0,1.00,-1,75,167,226
1538161552,person,0,1.00,-1,74,165,225
1538161552,person,0,1.00,-1,73,164,225
1538161552,person,0,1.00,-1,71,163,225
1538161552,person,0,1.00,-1,71,163,226
1538161552,person,0,1.00,-1,71,163,226
1538161552,person,0,1.00,-1,71,162,226
1538161552,person,0,1.00,-1,73,163,226
1538161552,person,0,1.00,-1,75,163,226
1538161552,person,0,1.00,0,77,164,225
1538161552,person,0,1.00,-2,76,158,226
1538161552,person,0,1.00,-2,80,157,226
1538161553,person,0,0.96,-2,77,159,226
1538161553,person,0,0.88,1,53,148,226
1538161553,person,0,0.93,0,49,148,226
1538161553,person,0,0.96,0,25,151,225
1538161553,person,0,0.92,-1,17,145,225
1538161556,videoend,0,0,0,0,0,0
