ts,label,id,confidence,startX,startY,endX,endY
1539048840,face,0,0.86,231,0,299,89
1539048841,face,0,0.89,231,0,299,89
1539048841,face,0,0.88,231,0,299,89
1539048841,face,0,0.86,231,0,299,89
1539048841,face,0,0.86,231,0,299,89
1539048841,face,0,0.86,231,-1,299,89
1539048841,face,0,0.88,231,0,298,89
1539048841,face,0,0.83,231,2,297,90
1539048841,face,0,0.72,231,2,296,93
1539048841,face,0,0.64,229,0,295,96
1539048841,face,0,0.57,216,0,290,102
1539048841,face,0,0.81,215,0,284,101
1539048841,face,0,0.88,215,2,284,102
1539048841,face,0,0.89,214,5,282,102
1539048841,face,0,0.87,213,0,282,103
1539048841,face,0,0.84,212,0,284,102
1539048841,face,0,0.83,212,0,287,102
1539048841,face,0,0.65,218,2,286,92
1539048841,face,0,0.51,219,3,287,88
1539048842,face,0,0.61,223,3,290,87
1539048842,face,0,0.60,224,2,289,86
1539048842,face,0,0.68,220,2,289,84
1539048842,face,0,0.69,221,2,289,84
1539048842,face,0,0.69,220,2,288,84
1539048842,face,0,0.65,219,2,288,83
1539048842,face,0,0.70,219,2,286,83
1539048842,face,0,0.69,217,5,285,84
1539048842,face,0,0.69,218,2,287,83
1539048842,face,0,0.70,218,3,288,83
1539048842,face,0,0.76,218,3,287,83
1539048842,face,0,0.75,219,2,288,83
1539048842,face,0,0.77,218,2,287,83
1539048842,face,0,0.74,218,2,288,83
1539048842,face,0,0.72,218,2,288,83
1539048842,face,0,0.73,219,2,287,83
1539048842,face,0,0.75,218,5,285,84
1539048842,face,0,0.74,218,4,285,84
1539048843,face,0,0.72,218,5,285,84
1539048843,face,0,0.75,220,6,286,84
1539048843,face,0,0.73,219,4,286,85
1539048843,face,0,0.69,220,5,286,85
1539048843,face,0,0.69,220,5,286,85
1539048843,face,0,0.66,220,5,287,85
1539048843,face,0,0.62,220,5,288,86
1539048843,face,0,0.57,220,4,287,86
1539048843,face,0,0.54,224,3,291,88
1539048843,face,0,0.55,224,3,291,88
1539048843,face,0,0.58,225,3,291,89
1539048843,face,0,0.55,225,4,291,89
1539048843,face,0,0.55,225,3,291,89
1539048843,face,0,0.55,224,3,290,89
1539048843,face,0,0.56,225,3,290,89
1539048843,face,0,0.57,224,3,290,89
1539048843,face,0,0.58,224,2,289,90
1539048843,face,0,0.61,221,4,287,87
1539048844,face,0,0.71,221,4,285,87
1539048844,face,0,0.78,219,2,284,87
1539048844,face,0,0.83,218,3,283,87
1539048844,face,0,0.79,217,1,284,87
1539048844,face,0,0.89,216,1,280,88
1539048844,face,0,0.95,214,1,280,88
1539048844,face,0,0.96,213,2,279,88
1539048844,face,0,0.92,211,2,277,88
1539048844,face,0,0.94,209,2,275,88
1539048844,face,0,0.97,208,1,275,87
1539048844,face,0,0.97,209,1,275,87
1539048844,face,0,0.95,210,1,276,87
1539048844,face,0,0.99,213,1,278,87
1539048844,face,0,0.93,216,2,278,87
1539048844,face,0,0.92,217,2,280,87
1539048844,face,0,0.85,220,6,283,88
1539048844,face,0,0.84,220,5,285,88
1539048844,face,0,0.90,221,7,285,88
1539048845,face,0,0.90,223,7,286,88
1539048845,face,0,0.93,225,6,286,89
1539048845,face,0,0.97,225,8,286,89
1539048845,face,0,0.97,226,6,288,90
1539048845,face,0,0.98,226,6,288,90
1539048845,face,0,0.98,227,7,287,90
1539048845,face,0,0.99,228,8,287,89
1539048845,face,0,0.99,228,9,287,89
1539048845,face,0,0.98,227,11,287,90
1539048845,face,0,0.99,230,12,290,89
1539048845,face,0,0.96,233,13,292,90
1539048845,face,0,0.92,240,15,300,91
1539048845,face,0,0.85,251,14,311,91
1539048845,face,0,0.87,257,15,317,92
1539048845,face,0,0.68,267,16,332,96
1539048845,face,0,0.86,274,16,336,97
1539048845,face,0,0.71,283,15,346,96
1539048846,face,0,0.77,287,15,355,95
1539048846,face,0,0.89,290,14,356,97
1539048846,face,0,0.93,291,14,357,98
1539048846,face,0,0.92,292,14,358,98
1539048846,face,0,0.95,292,13,358,98
1539048846,face,0,0.95,287,12,355,97
1539048846,face,0,0.81,287,12,354,96
1539048846,face,0,0.86,285,13,350,94
1539048846,face,0,0.98,278,12,341,93
1539048846,face,0,0.90,273,13,336,92
1539048846,face,0,0.92,263,10,325,91
1539048846,face,0,0.96,250,10,313,90
1539048846,face,0,0.81,244,11,309,90
1539048846,face,0,0.97,235,10,296,90
1539048846,face,0,0.98,228,10,292,91
1539048846,face,0,0.88,218,13,280,91
1539048846,face,0,0.54,202,15,264,90
1539048847,face,0,0.98,196,16,254,90
1539048847,face,0,0.98,194,18,250,89
1539048847,face,0,0.90,186,20,243,92
1539048847,face,0,0.77,183,18,241,91
1539048847,face,0,0.74,180,27,236,94
1539048847,face,0,0.91,175,28,232,97
1539048847,face,0,0.68,167,34,222,103
1539048847,face,0,0.57,160,31,225,106
1539048847,face,0,0.83,162,32,213,106
1539048847,face,0,0.65,160,39,212,111
1539048847,face,0,0.72,160,39,212,112
1539048847,face,0,0.81,159,40,208,111
1539048847,face,0,0.96,155,40,205,111
1539048847,face,0,0.97,155,41,203,110
1539048847,face,0,0.99,153,39,204,108
1539048847,face,0,0.99,152,35,205,106
1539048847,face,0,0.85,142,31,201,102
1539048847,face,0,0.69,140,34,196,99
1539048848,face,0,0.67,93,41,151,102
1539048848,face,0,0.53,69,42,130,105
1539048854,face,0,0.56,238,38,267,78
1539048859,face,0,0.51,188,11,228,67
1539048859,face,0,0.56,188,11,228,67
1539048859,face,0,0.60,185,10,227,66
1539048860,face,0,0.63,184,8,224,64
1539048860,face,0,0.55,181,6,221,64
1539048860,face,0,0.61,174,5,216,61
1539048860,face,0,0.57,166,4,207,62
1539048860,face,0,0.71,163,3,206,60
1539048860,face,0,0.88,141,0,187,55
1539048860,face,0,0.69,119,0,166,50
1539048860,face,0,0.67,113,0,166,52
1539048860,face,0,0.62,110,0,160,50
1539048861,face,0,0.55,173,0,256,66
1539048861,face,0,0.79,174,0,257,77
1539048861,face,0,0.90,174,-1,263,86
1539048861,face,0,0.91,172,0,266,89
1539048861,face,0,0.94,171,0,268,96
1539048861,face,0,0.99,170,0,270,98
1539048861,face,0,1.00,170,0,271,105
1539048861,face,0,1.00,170,0,271,108
1539048861,face,0,1.00,168,0,272,115
1539048862,face,0,1.00,170,0,275,118
1539048862,face,0,1.00,172,0,275,119
1539048862,face,0,1.00,172,0,277,121
1539048862,face,0,1.00,172,0,277,124
1539048862,face,0,1.00,174,0,280,128
1539048862,face,0,1.00,174,0,281,129
1539048862,face,0,1.00,173,1,281,130
1539048862,face,0,1.00,173,0,280,135
1539048862,face,0,1.00,171,0,283,139
1539048862,face,0,1.00,169,3,279,142
1539048862,face,0,1.00,168,3,277,145
1539048862,face,0,1.00,167,5,276,146
1539048862,face,0,1.00,166,3,276,146
1539048862,face,0,0.99,165,4,273,146
1539048862,face,0,0.99,163,3,273,147
1539048862,face,0,0.99,161,3,273,147
1539048862,face,0,0.98,161,3,271,147
1539048862,face,0,0.98,160,3,271,148
1539048862,face,0,0.98,160,4,271,148
1539048863,face,0,0.98,161,3,273,148
1539048863,face,0,0.99,161,3,273,147
1539048863,face,0,0.99,164,3,274,145
1539048863,face,0,1.00,164,2,274,144
1539048863,face,0,1.00,167,2,275,141
1539048863,face,0,1.00,169,2,276,141
1539048863,face,0,1.00,171,1,278,135
1539048863,face,0,1.00,173,0,279,132
1539048863,face,0,1.00,173,0,280,130
1539048863,face,0,1.00,175,0,281,125
1539048863,face,0,1.00,177,0,279,122
1539048863,face,0,1.00,180,-1,281,115
1539048863,face,0,1.00,182,-1,281,109
1539048863,face,0,1.00,184,0,280,105
1539048863,face,0,1.00,187,0,282,97
1539048863,face,0,1.00,187,0,282,95
1539048863,face,0,1.00,188,0,283,94
1539048863,face,0,1.00,189,0,283,96
1539048864,face,0,1.00,190,-1,284,97
1539048864,face,0,1.00,192,-1,284,102
1539048864,face,0,1.00,194,-1,285,105
1539048864,face,0,1.00,195,-1,284,105
1539048864,face,0,1.00,194,-1,283,103
1539048864,face,0,1.00,191,-1,284,100
1539048864,face,0,0.98,189,-1,282,94
1539048868,face,0,0.97,204,31,259,101
1539048868,face,0,0.73,206,34,261,101
1539048868,face,0,0.90,213,35,266,101
1539048868,face,0,0.99,218,36,272,107
1539048868,face,0,0.96,224,37,277,107
1539048868,face,0,0.87,224,38,277,105
1539048868,face,0,0.94,228,41,279,107
1539048868,face,0,0.82,229,41,280,108
1539048868,face,0,0.66,232,41,281,110
1539048869,face,0,0.85,229,42,279,109
1539048869,face,0,0.97,229,42,279,108
1539048869,face,0,0.98,227,40,277,109
1539048869,face,0,1.00,226,41,275,108
1539048869,face,0,1.00,221,39,273,106
1539048869,face,0,1.00,218,36,272,106
1539048869,face,0,1.00,217,36,270,105
1539048869,face,0,1.00,214,33,266,103
1539048869,face,0,0.99,210,33,264,103
1539048869,face,0,0.97,209,27,263,102
1539048869,face,0,0.86,206,23,263,99
1539048869,face,0,0.96,202,21,260,98
1539048869,face,0,0.95,201,19,260,98
1539048869,face,0,0.97,198,16,259,98
1539048869,face,0,0.90,196,12,257,98
1539048869,face,0,0.88,191,4,256,98
1539048869,face,0,0.94,191,1,255,98
1539048869,face,0,0.84,190,2,255,96
1539048869,face,0,0.95,190,0,254,93
1539048870,face,0,0.91,188,1,254,90
1539048870,face,0,0.95,186,0,253,89
1539048870,face,0,0.97,188,0,253,87
1539048870,face,0,0.98,188,0,253,86
1539048870,face,0,0.96,189,0,253,83
1539048870,face,0,0.97,191,1,253,79
1539048870,face,0,0.99,191,1,254,77
1539048870,face,0,0.99,194,3,254,77
1539048870,face,0,0.99,195,2,255,77
1539048870,face,0,1.00,194,2,254,77
1539048870,face,0,0.99,193,1,255,77
1539048870,face,0,1.00,191,-1,254,78
1539048870,face,0,1.00,191,-1,254,77
1539048870,face,0,0.99,189,0,254,76
1539048870,face,0,1.00,188,-3,255,75
1539048870,face,0,0.99,188,-3,256,75
1539048870,face,0,0.99,187,-4,256,75
1539048870,face,0,0.97,188,-3,258,73
1539048870,face,0,0.98,190,-1,259,72
1539048871,face,0,0.51,187,0,258,67
1539048875,face,0,0.58,187,0,257,63
1539048875,face,0,0.91,191,-3,261,74
1539048875,face,0,0.86,195,-1,260,82
1539048875,face,0,0.89,195,0,260,84
1539048875,face,0,0.88,198,-1,259,89
1539048875,face,0,0.85,196,6,258,96
1539048875,face,0,0.90,200,21,260,103
1539048875,face,0,0.92,202,28,258,109
1539048875,face,0,0.86,204,37,260,114
1539048875,face,0,0.93,205,41,259,116
1539048875,face,0,0.86,208,45,259,117
1539048875,face,0,0.86,209,46,260,116
1539048875,face,0,0.89,210,45,258,113
1539048875,face,0,0.87,209,44,259,113
1539048875,face,0,0.93,209,41,259,111
1539048875,face,0,0.93,208,40,259,111
1539048876,face,0,0.96,208,40,259,111
1539048876,face,0,0.99,212,38,263,110
1539048876,face,0,0.99,213,36,264,111
1539048876,face,0,1.00,213,35,267,109
1539048876,face,0,1.00,213,33,268,109
1539048876,face,0,1.00,213,32,268,109
1539048876,face,0,1.00,213,32,268,108
1539048876,face,0,1.00,214,32,269,109
1539048876,face,0,1.00,214,33,268,108
1539048876,face,0,0.99,214,34,269,108
1539048876,face,0,0.99,214,33,270,109
1539048876,face,0,0.99,214,33,270,110
1539048876,face,0,0.99,214,35,271,110
1539048876,face,0,1.00,214,35,270,110
1539048876,face,0,1.00,214,34,270,110
1539048876,face,0,1.00,215,35,270,109
1539048876,face,0,1.00,215,34,270,110
1539048876,face,0,1.00,215,34,270,110
1539048877,face,0,0.99,214,35,268,109
1539048877,face,0,0.99,213,34,267,109
1539048877,face,0,0.99,213,35,266,109
1539048877,face,0,0.99,213,35,266,109
1539048877,face,0,0.99,213,34,266,109
1539048877,face,0,0.99,213,34,266,109
1539048877,face,0,0.99,213,33,267,109
1539048877,face,0,0.99,213,33,268,109
1539048877,face,0,0.99,213,32,269,109
1539048877,face,0,0.99,214,32,269,110
1539048877,face,0,0.99,214,32,269,109
1539048877,face,0,0.99,214,33,269,109
1539048877,face,0,1.00,213,32,270,110
1539048877,face,0,1.00,213,32,271,110
1539048877,face,0,0.99,213,30,272,111
1539048877,face,0,0.99,214,30,272,111
1539048877,face,0,0.99,213,29,274,115
1539048877,face,0,0.99,214,28,275,116
1539048877,face,0,0.99,214,29,275,116
1539048878,face,0,0.92,216,27,277,112
1539048878,face,0,0.72,218,20,279,109
1539048878,face,0,0.72,219,17,282,108
1539048878,face,0,0.74,220,1,296,107
1539048878,face,0,0.79,223,0,301,101
1539048878,face,0,0.85,224,-1,304,101
1539048878,face,0,0.79,230,0,313,95
1539048878,face,0,0.86,231,0,317,94
1539048878,face,0,0.93,236,-1,321,92
1539048878,face,0,0.94,239,0,327,91
1539048878,face,0,0.89,240,0,329,90
1539048878,face,0,0.80,243,-1,331,89
1539048878,face,0,0.81,245,-1,334,87
1539048878,face,0,0.78,248,-2,338,84
1539048878,face,0,0.89,252,-2,340,83
1539048878,face,0,0.89,252,-2,341,81
1539048878,face,0,0.90,256,-3,345,79
1539048878,face,0,0.90,257,-3,347,78
1539048879,face,0,0.91,257,-3,349,78
1539048879,face,0,0.90,256,-3,350,77
1539048879,face,0,0.93,257,-3,350,76
1539048879,face,0,0.93,256,-3,351,74
1539048879,face,0,0.92,256,-3,350,74
1539048879,face,0,0.95,258,-2,347,73
1539048879,face,0,0.92,258,-3,346,73
1539048879,face,0,0.96,254,-1,342,72
1539048879,face,0,0.96,250,-1,341,72
1539048879,face,0,0.96,248,-1,339,72
1539048879,face,0,0.94,246,-3,337,73
1539048879,face,0,0.96,245,-2,337,73
1539048879,face,0,0.97,244,-2,333,73
1539048879,face,0,0.98,244,-2,332,72
1539048879,face,0,0.97,241,-2,331,73
1539048879,face,0,0.98,240,-2,330,73
1539048879,face,0,0.96,238,-3,328,71
1539048879,face,0,0.95,239,-2,327,71
1539048880,face,0,0.95,240,-4,329,71
1539048880,face,0,0.86,237,-5,327,72
1539048880,face,0,0.90,238,-5,327,73
1539048880,face,0,0.88,239,-5,326,73
1539048880,face,0,0.89,237,-5,323,73
1539048880,face,0,0.89,237,-4,322,73
1539048880,face,0,0.82,231,-4,319,72
1539048880,face,0,0.81,230,-4,318,73
1539048880,face,0,0.79,230,-3,319,75
1539048880,face,0,0.74,227,-4,317,75
1539048880,face,0,0.82,225,-4,314,76
1539048880,face,0,0.79,225,-4,313,78
1539048880,face,0,0.87,221,-3,310,77
1539048880,face,0,0.92,221,-3,308,77
1539048880,face,0,0.88,218,-3,307,77
1539048880,face,0,0.87,216,-3,302,77
1539048880,face,0,0.89,212,-4,299,77
1539048880,face,0,0.95,205,-3,297,77
1539048881,face,0,0.91,202,-2,290,79
1539048881,face,0,0.91,199,-3,289,82
1539048881,face,0,0.95,190,0,280,88
1539048881,face,0,0.92,185,0,276,91
1539048881,face,0,0.91,177,1,267,102
1539048881,face,0,0.95,171,0,261,110
1539048881,face,0,0.99,162,0,253,117
1539048881,face,0,0.99,161,1,250,117
1539048881,face,0,0.99,159,2,244,119
1539048881,face,0,0.99,159,1,245,118
1539048881,face,0,1.00,157,1,243,116
1539048881,face,0,1.00,157,1,242,118
1539048881,face,0,1.00,157,1,239,115
1539048881,face,0,1.00,156,1,239,115
1539048881,face,0,1.00,156,0,239,116
1539048881,face,0,1.00,155,1,238,115
1539048881,face,0,1.00,155,1,239,118
1539048881,face,0,1.00,157,1,240,117
1539048881,face,0,1.00,157,1,241,116
1539048881,face,0,1.00,158,1,243,116
1539048882,face,0,1.00,159,0,247,114
1539048882,face,0,1.00,160,0,250,116
1539048882,face,0,1.00,160,0,252,114
1539048882,face,0,0.99,162,0,254,114
1539048882,face,0,0.97,170,1,264,112
1539048882,face,0,0.99,176,0,270,107
1539048882,face,0,0.96,179,1,272,102
1539048882,face,0,0.72,179,0,276,95
1539048882,face,0,0.77,191,0,285,90
1539048882,face,0,0.57,197,0,288,89
1539048882,face,0,0.73,208,-4,296,84
1539048882,face,0,0.71,212,-4,299,83
1539048882,face,0,0.80,220,-2,308,88
1539048882,face,0,0.88,226,-1,313,88
1539048882,face,0,0.90,228,-1,314,89
1539048882,face,0,0.95,229,0,318,89
1539048882,face,0,0.93,230,-1,318,89
1539048882,face,0,0.95,233,-1,321,88
1539048883,face,0,0.93,235,0,321,88
1539048883,face,0,0.96,234,0,323,89
1539048883,face,0,0.96,234,0,323,89
1539048883,face,0,0.96,235,0,323,89
1539048883,face,0,0.95,235,-1,322,87
1539048883,face,0,0.87,234,-1,319,88
1539048883,face,0,0.92,233,-1,319,88
1539048883,face,0,0.90,231,0,318,87
1539048883,face,0,0.91,229,0,316,87
1539048883,face,0,0.94,226,0,316,87
1539048883,face,0,0.91,218,-1,308,85
1539048883,face,0,0.90,213,-3,305,84
1539048883,face,0,0.65,204,-2,294,84
1539048883,face,0,0.87,200,-2,291,83
1539048883,face,0,0.91,197,-1,283,82
1539048883,face,0,0.93,193,-1,281,85
1539048883,face,0,0.89,193,-1,279,84
1539048883,face,0,0.93,190,-1,278,84
1539048883,face,0,0.93,189,-1,278,83
1539048884,face,0,0.95,187,-1,276,83
1539048884,face,0,0.95,187,-1,276,84
1539048884,face,0,0.96,187,-1,277,84
1539048884,face,0,0.98,187,0,277,84
1539048884,face,0,0.97,187,0,276,86
1539048884,face,0,0.97,187,0,276,85
1539048884,face,0,0.97,187,0,275,89
1539048884,face,0,0.99,188,-1,273,99
1539048884,face,0,0.98,189,-1,272,101
1539048884,face,0,0.97,188,0,269,118
1539048884,face,0,0.99,188,-1,268,124
1539048884,face,0,1.00,187,3,270,128
1539048884,face,0,1.00,187,2,270,128
1539048884,face,0,1.00,186,0,269,125
1539048884,face,0,1.00,184,0,268,121
1539048884,face,0,1.00,183,0,270,118
1539048884,face,0,1.00,183,0,268,116
1539048884,face,0,1.00,182,-1,268,115
1539048885,face,0,1.00,181,-1,265,117
1539048885,face,0,1.00,180,0,264,119
1539048885,face,0,1.00,180,0,264,121
1539048885,face,0,1.00,180,0,264,121
1539048885,face,0,1.00,180,0,264,121
1539048885,face,0,1.00,180,-1,264,121
1539048885,face,0,1.00,179,0,264,120
1539048885,face,0,1.00,180,0,265,117
1539048885,face,0,1.00,182,0,267,116
1539048885,face,0,1.00,183,0,271,116
1539048885,face,0,1.00,186,-1,273,112
1539048885,face,0,1.00,197,0,286,107
1539048885,face,0,0.98,199,0,289,104
1539048885,face,0,0.88,199,0,293,99
1539048885,face,0,0.67,204,-1,297,94
1539048885,face,0,0.69,212,-3,304,94
1539048885,face,0,0.72,213,-2,305,94
1539048885,face,0,0.74,214,-2,305,94
1539048885,face,0,0.76,215,-2,306,95
1539048886,face,0,0.73,213,-2,306,94
1539048886,face,0,0.82,215,-2,307,94
1539048886,face,0,0.81,216,-2,307,94
1539048886,face,0,0.83,215,-2,307,94
1539048886,face,0,0.81,216,-2,307,94
1539048886,face,0,0.76,216,-2,306,94
1539048886,face,0,0.78,215,-2,307,94
1539048886,face,0,0.77,215,-2,307,94
1539048886,face,0,0.75,215,-2,307,94
1539048886,face,0,0.75,216,-2,305,93
1539048886,face,0,0.74,216,-3,305,92
1539048886,face,0,0.72,215,-3,305,92
1539048886,face,0,0.67,214,-2,304,92
1539048886,face,0,0.67,213,0,299,91
1539048886,face,0,0.66,212,0,299,90
