ts,label,id,confidence,startX,startY,endX,endY
1538685395,videostart,0,0,0,0,0,0
1538685396,face,0,0.69,204,-1,300,60
1538685396,face,0,0.71,203,-1,298,59
1538685396,face,0,0.51,201,-2,295,59
1538685396,face,0,0.50,201,0,293,72
1538685396,face,0,0.52,2,120,39,143
1538685396,face,0,0.68,204,-1,292,74
1538685396,face,0,0.50,204,-1,294,79
1538685397,face,0,0.74,205,-3,290,96
1538685397,face,0,0.80,206,-3,289,97
1538685397,face,0,0.64,205,-3,290,98
1538685397,face,0,0.86,206,-1,285,106
1538685397,face,0,0.74,206,0,285,106
1538685397,face,0,0.84,208,-1,283,116
1538685397,face,0,0.97,208,0,282,117
1538685397,face,0,0.98,207,1,279,118
1538685397,face,0,0.96,208,1,279,121
1538685397,face,0,0.94,208,4,277,129
1538685397,face,0,0.95,207,13,275,130
1538685397,face,0,0.90,207,15,275,129
1538685397,face,0,0.94,207,17,275,132
1538685397,face,0,0.93,207,20,275,131
1538685397,face,0,0.80,208,23,274,129
1538685397,face,0,0.87,210,28,273,124
1538685397,face,0,0.87,210,29,273,125
1538685397,face,0,0.82,209,23,273,132
1538685397,face,0,0.82,209,23,273,132
1538685397,face,0,0.85,209,25,272,124
1538685397,face,0,0.87,208,25,270,121
1538685398,face,0,0.84,207,24,271,118
1538685398,face,0,0.87,207,23,271,118
1538685398,face,0,0.91,207,23,272,120
1538685398,face,0,0.95,208,23,271,116
1538685398,face,0,0.94,208,22,271,115
1538685398,face,0,0.94,208,22,271,115
1538685398,face,0,0.96,208,23,271,115
1538685398,face,0,0.96,208,23,271,115
1538685398,face,0,0.96,208,23,271,115
1538685398,face,0,0.93,207,23,270,116
1538685398,face,0,0.92,206,23,270,116
1538685398,face,0,0.90,206,23,270,116
1538685398,face,0,0.89,206,25,270,119
1538685398,face,0,0.85,205,24,270,120
1538685398,face,0,0.84,205,23,269,117
1538685398,face,0,0.84,205,23,269,117
1538685398,face,0,0.80,203,25,269,120
1538685398,face,0,0.79,203,25,269,120
1538685398,face,0,0.80,203,23,268,117
1538685398,face,0,0.82,203,23,269,116
1538685398,face,0,0.77,203,23,268,116
1538685398,face,0,0.82,203,23,268,116
1538685398,face,0,0.81,203,23,269,116
1538685398,face,0,0.74,203,23,268,117
1538685399,face,0,0.74,203,23,268,117
1538685399,face,0,0.78,204,20,270,123
1538685399,face,0,0.78,203,20,270,124
1538685399,face,0,0.77,203,19,270,121
1538685399,face,0,0.79,203,19,271,121
1538685399,face,0,0.75,202,19,271,121
1538685399,face,0,0.78,202,19,270,120
1538685399,face,0,0.79,202,19,270,122
1538685399,face,0,0.79,203,19,270,123
1538685399,face,0,0.74,203,20,269,124
1538685399,face,0,0.73,203,20,269,123
1538685399,face,0,0.78,202,19,269,123
1538685399,face,0,0.77,202,19,270,122
1538685399,face,0,0.79,202,19,270,122
1538685399,face,0,0.81,202,19,270,123
1538685399,face,0,0.80,202,20,269,124
1538685399,face,0,0.76,203,20,269,123
1538685399,face,0,0.81,202,19,269,124
1538685399,face,0,0.83,202,19,269,124
1538685399,face,0,0.82,203,20,269,125
1538685399,face,0,0.86,202,19,269,125
1538685399,face,0,0.87,202,19,270,126
1538685400,face,0,0.85,203,20,270,125
1538685400,face,0,0.83,203,20,270,125
1538685400,face,0,0.81,203,20,270,125
1538685400,face,0,0.81,203,20,270,125
1538685400,face,0,0.76,202,26,269,120
1538685400,face,0,0.81,203,25,269,120
1538685400,face,0,0.86,204,25,269,120
1538685400,face,0,0.90,205,25,269,119
1538685400,face,0,0.90,204,25,269,119
1538685400,face,0,0.89,205,23,270,116
1538685400,face,0,0.96,207,23,270,114
1538685400,face,0,0.93,207,21,270,114
1538685400,face,0,0.94,207,20,270,112
1538685400,face,0,0.95,207,18,270,112
1538685400,face,0,0.96,206,16,270,111
1538685400,face,0,0.95,207,15,270,110
1538685400,face,0,0.97,208,14,270,109
1538685400,face,0,0.94,206,13,272,109
1538685400,face,0,0.92,207,12,273,109
1538685400,face,0,0.88,207,12,274,110
1538685400,face,0,0.88,210,12,275,111
1538685400,face,0,0.86,210,13,276,111
1538685401,face,0,0.86,211,13,277,111
1538685401,face,0,0.80,211,8,279,114
1538685401,face,0,0.77,214,13,280,109
1538685401,face,0,0.70,215,7,284,115
1538685401,face,0,0.52,217,6,289,114
1538685401,face,0,0.68,228,10,293,102
1538685401,face,0,0.79,228,3,300,110
1538685401,face,0,0.77,233,3,307,109
1538685401,face,0,0.65,239,7,314,111
1538685401,face,0,0.78,251,2,328,108
1538685401,face,0,0.76,272,0,352,104
1538685401,face,0,0.72,277,0,358,99
1538685401,face,0,0.75,293,0,371,98
1538685401,face,0,0.72,294,0,374,101
1538685401,face,0,0.58,300,-1,379,101
1538685401,face,0,0.52,304,0,379,102
1538685401,face,0,0.87,308,0,386,100
1538685401,face,0,0.90,309,0,387,101
1538685402,face,0,0.91,311,0,389,101
1538685402,face,0,0.96,314,1,393,100
1538685402,face,0,0.98,316,1,395,101
1538685402,face,0,0.97,316,1,394,102
1538685402,face,0,0.97,317,2,395,102
1538685402,face,0,0.98,316,1,395,104
1538685402,face,0,0.98,319,2,397,105
1538685402,face,0,0.98,319,3,398,105
1538685402,face,0,0.97,320,3,397,105
1538685402,face,0,0.94,321,4,398,106
1538685402,face,0,0.91,325,7,399,107
1538685402,face,0,0.87,327,6,400,107
1538685402,face,0,0.82,327,7,399,107
1538685402,face,0,0.71,327,8,399,109
1538685402,face,0,0.65,330,10,400,115
1538685402,face,0,0.77,340,14,401,112
1538685402,face,0,0.71,341,15,401,111
1538685404,face,0,0.58,214,1,297,114
1538685404,face,0,0.72,213,0,294,106
1538685404,face,0,0.75,212,0,294,107
1538685405,face,0,0.77,209,-1,293,103
1538685405,face,0,0.67,208,-2,295,98
1538685405,face,0,0.61,204,-1,292,90
1538685405,face,0,0.56,202,-2,292,82
1538685405,face,0,0.59,192,-2,286,68
1538685405,face,0,0.57,191,-2,285,67
1538685405,face,0,0.55,188,-2,281,64
1538685406,face,0,0.68,187,0,289,86
1538685406,face,0,0.56,188,0,288,87
1538685406,face,0,0.54,188,-3,287,95
1538685406,face,0,0.50,189,-1,281,106
1538685406,face,0,0.87,189,-1,279,105
1538685406,face,0,0.96,189,-1,278,106
1538685406,face,0,0.86,186,0,276,109
1538685406,face,0,0.94,187,0,272,109
1538685406,face,0,0.95,187,0,271,109
1538685406,face,0,0.98,187,1,270,109
1538685406,face,0,1.00,189,0,270,113
1538685407,face,0,1.00,189,0,269,119
1538685407,face,0,1.00,190,1,268,124
1538685407,face,0,1.00,191,4,267,128
1538685407,face,0,1.00,192,4,267,128
1538685407,face,0,1.00,192,5,266,128
1538685407,face,0,1.00,193,6,267,129
1538685407,face,0,1.00,194,7,268,128
1538685407,face,0,1.00,195,7,269,127
1538685407,face,0,1.00,196,8,269,127
1538685407,face,0,1.00,196,7,269,126
1538685407,face,0,1.00,196,7,270,125
1538685407,face,0,1.00,196,6,271,124
1538685407,face,0,1.00,197,6,271,122
1538685407,face,0,1.00,197,6,271,119
1538685407,face,0,1.00,197,5,271,118
1538685407,videoend,0,0,0,0,0,0
