source_file,timestamp,person_index,face_yaw,face_pitch,face_box_top,face_box_left
Measureyes_0924_01_response_0001.json,1793,5,,,,
Measureyes_0924_01_response_0001.json,1793,14,,,,
Measureyes_0924_01_response_0001.json,1835,16,,,,
Measureyes_0924_01_response_0001.json,1835,19,,,,
Measureyes_0924_01_response_0001.json,1835,17,,,,
Measureyes_0924_01_response_0001.json,1835,15,,,,
Measureyes_0924_01_response_0001.json,1835,9,,,,
Measureyes_0924_01_response_0001.json,1835,14,,,,
Measureyes_0924_01_response_0001.json,1835,8,,,,
Measureyes_0924_01_response_0001.json,1835,6,,,,
Measureyes_0924_01_response_0001.json,1835,5,,,,
Measureyes_0924_01_response_0001.json,1918,19,,,,
Measureyes_0924_01_response_0001.json,1918,17,,,,
Measureyes_0924_01_response_0001.json,1918,16,,,,
Measureyes_0924_01_response_0001.json,1918,15,,,,
Measureyes_0924_01_response_0001.json,1918,14,,,,
Measureyes_0924_01_response_0001.json,1918,13,,,,
Measureyes_0924_01_response_0001.json,1918,9,,,,
Measureyes_0924_01_response_0001.json,1918,8,,,,
Measureyes_0924_01_response_0001.json,1918,5,,,,
Measureyes_0924_01_response_0001.json,1960,21,,,,
Measureyes_0924_01_response_0001.json,1960,20,,,,
Measureyes_0924_01_response_0001.json,1960,19,,,,
Measureyes_0924_01_response_0001.json,1960,17,,,,
Measureyes_0924_01_response_0001.json,1960,15,,,,
Measureyes_0924_01_response_0001.json,1960,2,,,,
Measureyes_0924_01_response_0001.json,1960,13,,,,
Measureyes_0924_01_response_0001.json,1960,9,,,,
Measureyes_0924_01_response_0001.json,1960,8,,,,
Measureyes_0924_01_response_0001.json,1960,5,,,,
Measureyes_0924_01_response_0001.json,1960,14,,,,
Measureyes_0924_01_response_0001.json,2043,19,,,,
Measureyes_0924_01_response_0001.json,2043,21,,,,
Measureyes_0924_01_response_0001.json,2043,20,,,,
Measureyes_0924_01_response_0001.json,2043,15,,,,
Measureyes_0924_01_response_0001.json,2043,17,,,,
Measureyes_0924_01_response_0001.json,2043,13,,,,
Measureyes_0924_01_response_0001.json,2043,14,,,,
Measureyes_0924_01_response_0001.json,2043,8,,,,
Measureyes_0924_01_response_0001.json,2043,5,,,,
Measureyes_0924_01_response_0001.json,2043,2,,,,
Measureyes_0924_01_response_0001.json,2127,21,,,,
Measureyes_0924_01_response_0001.json,2127,20,,,,
Measureyes_0924_01_response_0001.json,2127,19,,,,
Measureyes_0924_01_response_0001.json,2127,17,,,,
Measureyes_0924_01_response_0001.json,2127,15,,,,
Measureyes_0924_01_response_0001.json,2127,22,,,,
Measureyes_0924_01_response_0001.json,2127,13,,,,
Measureyes_0924_01_response_0001.json,2127,10,,,,
Measureyes_0924_01_response_0001.json,2127,8,,,,
Measureyes_0924_01_response_0001.json,2127,2,,,,
Measureyes_0924_01_response_0001.json,2127,14,,,,
Measureyes_0924_01_response_0001.json,2168,22,,,,
Measureyes_0924_01_response_0001.json,2168,21,,,,
Measureyes_0924_01_response_0001.json,2168,20,,,,
Measureyes_0924_01_response_0001.json,2168,19,,,,
Measureyes_0924_01_response_0001.json,2168,17,,,,
Measureyes_0924_01_response_0001.json,2168,15,,,,
Measureyes_0924_01_response_0001.json,2168,10,,,,
Measureyes_0924_01_response_0001.json,2168,8,,,,
Measureyes_0924_01_response_0001.json,2168,5,,,,
Measureyes_0924_01_response_0001.json,2168,2,,,,
Measureyes_0924_01_response_0001.json,2168,13,,,,
Measureyes_0924_01_response_0001.json,2252,19,,,,
Measureyes_0924_01_response_0001.json,2252,22,,,,
Measureyes_0924_01_response_0001.json,2252,21,,,,
Measureyes_0924_01_response_0001.json,2252,20,,,,
Measureyes_0924_01_response_0001.json,2252,17,,,,
Measureyes_0924_01_response_0001.json,2252,10,,,,
Measureyes_0924_01_response_0001.json,2252,13,,,,
Measureyes_0924_01_response_0001.json,2252,15,,,,
Measureyes_0924_01_response_0001.json,2252,5,,,,
Measureyes_0924_01_response_0001.json,2252,8,,,,
Measureyes_0924_01_response_0001.json,2293,5,,,,
Measureyes_0924_01_response_0001.json,2293,8,,,,
Measureyes_0924_01_response_0001.json,2293,10,,,,
Measureyes_0924_01_response_0001.json,2293,13,,,,
Measureyes_0924_01_response_0001.json,2293,15,,,,
Measureyes_0924_01_response_0001.json,2293,19,,,,
Measureyes_0924_01_response_0001.json,2293,20,,,,
Measureyes_0924_01_response_0001.json,2293,21,,,,
Measureyes_0924_01_response_0001.json,2293,22,,,,
Measureyes_0924_01_response_0001.json,2377,22,,,,
Measureyes_0924_01_response_0001.json,2377,21,,,,
Measureyes_0924_01_response_0001.json,2377,20,,,,
Measureyes_0924_01_response_0001.json,2377,19,,,,
Measureyes_0924_01_response_0001.json,2377,8,,,,
Measureyes_0924_01_response_0001.json,2377,13,,,,
Measureyes_0924_01_response_0001.json,2377,10,,,,
Measureyes_0924_01_response_0001.json,2377,5,,,,
Measureyes_0924_01_response_0001.json,2377,15,,,,
Measureyes_0924_01_response_0001.json,2460,22,,,,
Measureyes_0924_01_response_0001.json,2460,23,,,,
Measureyes_0924_01_response_0001.json,2460,20,,,,
Measureyes_0924_01_response_0001.json,2460,21,,,,
Measureyes_0924_01_response_0001.json,2460,19,,,,
Measureyes_0924_01_response_0001.json,2460,8,,,,
Measureyes_0924_01_response_0001.json,2460,5,,,,
Measureyes_0924_01_response_0001.json,2460,2,,,,
Measureyes_0924_01_response_0001.json,2460,15,,,,
Measureyes_0924_01_response_0001.json,2502,23,,,,
Measureyes_0924_01_response_0001.json,2502,22,,,,
Measureyes_0924_01_response_0001.json,2502,20,,,,
Measureyes_0924_01_response_0001.json,2502,19,,,,
Measureyes_0924_01_response_0001.json,2502,17,,,,
Measureyes_0924_01_response_0001.json,2502,21,,,,
Measureyes_0924_01_response_0001.json,2502,11,,,,
Measureyes_0924_01_response_0001.json,2502,8,,,,
Measureyes_0924_01_response_0001.json,2502,5,,,,
Measureyes_0924_01_response_0001.json,2502,2,,,,
Measureyes_0924_01_response_0001.json,2502,15,,,,
Measureyes_0924_01_response_0001.json,2585,23,,,,
Measureyes_0924_01_response_0001.json,2585,2,,,,
Measureyes_0924_01_response_0001.json,2585,5,,,,
Measureyes_0924_01_response_0001.json,2585,8,,,,
Measureyes_0924_01_response_0001.json,2585,11,,,,
Measureyes_0924_01_response_0001.json,2585,15,,,,
Measureyes_0924_01_response_0001.json,2585,17,,,,
Measureyes_0924_01_response_0001.json,2585,19,,,,
Measureyes_0924_01_response_0001.json,2585,20,,,,
Measureyes_0924_01_response_0001.json,2585,21,,,,
Measureyes_0924_01_response_0001.json,2627,21,,,,
Measureyes_0924_01_response_0001.json,2627,24,,,,
Measureyes_0924_01_response_0001.json,2627,19,,,,
Measureyes_0924_01_response_0001.json,2627,17,,,,
Measureyes_0924_01_response_0001.json,2627,23,,,,
Measureyes_0924_01_response_0001.json,2627,11,,,,
Measureyes_0924_01_response_0001.json,2627,8,,,,
Measureyes_0924_01_response_0001.json,2627,5,,,,
Measureyes_0924_01_response_0001.json,2627,15,,,,
Measureyes_0924_01_response_0001.json,2627,2,,,,
Measureyes_0924_01_response_0001.json,2711,21,,,,
Measureyes_0924_01_response_0001.json,2711,20,,,,
Measureyes_0924_01_response_0001.json,2711,19,,,,
Measureyes_0924_01_response_0001.json,2711,23,,,,
Measureyes_0924_01_response_0001.json,2711,11,,,,
Measureyes_0924_01_response_0001.json,2711,8,,,,
Measureyes_0924_01_response_0001.json,2711,5,,,,
Measureyes_0924_01_response_0001.json,2711,17,,,,
Measureyes_0924_01_response_0001.json,2794,5,,,,
Measureyes_0924_01_response_0001.json,2794,8,,,,
Measureyes_0924_01_response_0001.json,2794,11,,,,
Measureyes_0924_01_response_0001.json,2794,17,,,,
Measureyes_0924_01_response_0001.json,2794,19,,,,
Measureyes_0924_01_response_0001.json,2794,20,,,,
Measureyes_0924_01_response_0001.json,2794,21,,,,
Measureyes_0924_01_response_0001.json,2794,23,,,,
Measureyes_0924_01_response_0001.json,2794,25,,,,
Measureyes_0924_01_response_0001.json,2836,20,,,,
Measureyes_0924_01_response_0001.json,2836,21,,,,
Measureyes_0924_01_response_0001.json,2836,19,,,,
Measureyes_0924_01_response_0001.json,2836,23,,,,
Measureyes_0924_01_response_0001.json,2836,11,,,,
Measureyes_0924_01_response_0001.json,2836,5,,,,
Measureyes_0924_01_response_0001.json,2836,17,,,,
Measureyes_0924_01_response_0001.json,2836,8,,,,
Measureyes_0924_01_response_0001.json,2919,5,,,,
Measureyes_0924_01_response_0001.json,2919,7,,,,
Measureyes_0924_01_response_0001.json,2919,11,,,,
Measureyes_0924_01_response_0001.json,2919,17,,,,
Measureyes_0924_01_response_0001.json,2919,20,,,,
Measureyes_0924_01_response_0001.json,2919,21,,,,
Measureyes_0924_01_response_0001.json,2919,22,,,,
Measureyes_0924_01_response_0001.json,2919,23,,,,
Measureyes_0924_01_response_0001.json,2919,19,,,,
Measureyes_0924_01_response_0001.json,2961,23,,,,
Measureyes_0924_01_response_0001.json,2961,20,,,,
Measureyes_0924_01_response_0001.json,2961,22,,,,
Measureyes_0924_01_response_0001.json,2961,21,,,,
Measureyes_0924_01_response_0001.json,2961,17,,,,
Measureyes_0924_01_response_0001.json,2961,11,,,,
Measureyes_0924_01_response_0001.json,2961,7,,,,
Measureyes_0924_01_response_0001.json,2961,5,,,,
Measureyes_0924_01_response_0001.json,2961,19,,,,
Measureyes_0924_01_response_0001.json,3044,7,,,,
Measureyes_0924_01_response_0001.json,3044,17,,,,
Measureyes_0924_01_response_0001.json,3044,19,,,,
Measureyes_0924_01_response_0001.json,3044,20,,,,
Measureyes_0924_01_response_0001.json,3044,21,,,,
Measureyes_0924_01_response_0001.json,3044,22,,,,
Measureyes_0924_01_response_0001.json,3044,25,,,,
Measureyes_0924_01_response_0001.json,3128,20,,,,
Measureyes_0924_01_response_0001.json,3128,25,,,,
Measureyes_0924_01_response_0001.json,3128,21,,,,
Measureyes_0924_01_response_0001.json,3128,19,,,,
Measureyes_0924_01_response_0001.json,3128,22,,,,
Measureyes_0924_01_response_0001.json,3128,11,,,,
Measureyes_0924_01_response_0001.json,3128,2,,,,
Measureyes_0924_01_response_0001.json,3128,17,,,,
Measureyes_0924_01_response_0001.json,3128,7,,,,
Measureyes_0924_01_response_0001.json,3169,8,,,,
Measureyes_0924_01_response_0001.json,3169,9,,,,
Measureyes_0924_01_response_0001.json,3169,11,,,,
Measureyes_0924_01_response_0001.json,3169,17,,,,
Measureyes_0924_01_response_0001.json,3169,19,,,,
Measureyes_0924_01_response_0001.json,3169,20,,,,
Measureyes_0924_01_response_0001.json,3169,21,,,,
Measureyes_0924_01_response_0001.json,3169,24,,,,
Measureyes_0924_01_response_0001.json,3253,21,,,,
Measureyes_0924_01_response_0001.json,3253,25,,,,
Measureyes_0924_01_response_0001.json,3253,24,,,,
Measureyes_0924_01_response_0001.json,3253,22,,,,
Measureyes_0924_01_response_0001.json,3253,20,,,,
Measureyes_0924_01_response_0001.json,3253,19,,,,
Measureyes_0924_01_response_0001.json,3253,17,,,,
Measureyes_0924_01_response_0001.json,3253,11,,,,
Measureyes_0924_01_response_0001.json,3253,7,,,,
Measureyes_0924_01_response_0001.json,3294,7,,,,
Measureyes_0924_01_response_0001.json,3294,11,,,,
Measureyes_0924_01_response_0001.json,3294,17,,,,
Measureyes_0924_01_response_0001.json,3294,19,,,,
Measureyes_0924_01_response_0001.json,3294,20,,,,
Measureyes_0924_01_response_0001.json,3294,21,,,,
Measureyes_0924_01_response_0001.json,3294,22,,,,
Measureyes_0924_01_response_0001.json,3294,24,,,,
Measureyes_0924_01_response_0001.json,3294,25,,,,
Measureyes_0924_01_response_0001.json,3378,20,,,,
Measureyes_0924_01_response_0001.json,3378,19,,,,
Measureyes_0924_01_response_0001.json,3378,24,,,,
Measureyes_0924_01_response_0001.json,3378,11,,,,
Measureyes_0924_01_response_0001.json,3378,7,,,,
Measureyes_0924_01_response_0001.json,3378,5,,,,
Measureyes_0924_01_response_0001.json,3378,17,,,,
Measureyes_0924_01_response_0001.json,3461,7,,,,
Measureyes_0924_01_response_0001.json,3461,11,,,,
Measureyes_0924_01_response_0001.json,3461,15,,,,
Measureyes_0924_01_response_0001.json,3461,19,,,,
Measureyes_0924_01_response_0001.json,3461,24,,,,
Measureyes_0924_01_response_0001.json,3461,25,,,,
Measureyes_0924_01_response_0001.json,3503,24,,,,
Measureyes_0924_01_response_0001.json,3503,19,,,,
Measureyes_0924_01_response_0001.json,3503,15,,,,
Measureyes_0924_01_response_0001.json,3503,25,,,,
Measureyes_0924_01_response_0001.json,3503,7,,,,
Measureyes_0924_01_response_0001.json,3503,6,,,,
Measureyes_0924_01_response_0001.json,3503,11,,,,
Measureyes_0924_01_response_0001.json,3586,24,,,,
Measureyes_0924_01_response_0001.json,3586,19,,,,
Measureyes_0924_01_response_0001.json,3586,15,,,,
Measureyes_0924_01_response_0001.json,3586,25,,,,
Measureyes_0924_01_response_0001.json,3586,7,,,,
Measureyes_0924_01_response_0001.json,3586,6,,,,
Measureyes_0924_01_response_0001.json,3586,11,,,,
Measureyes_0924_01_response_0001.json,3628,20,,,,
Measureyes_0924_01_response_0001.json,3628,5,,,,
Measureyes_0924_01_response_0001.json,3628,6,,,,
Measureyes_0924_01_response_0001.json,3628,7,,,,
Measureyes_0924_01_response_0001.json,3628,11,,,,
Measureyes_0924_01_response_0001.json,3628,15,,,,
Measureyes_0924_01_response_0001.json,3628,17,,,,
Measureyes_0924_01_response_0001.json,3628,19,,,,
Measureyes_0924_01_response_0001.json,3628,24,,,,
Measureyes_0924_01_response_0001.json,3712,24,,,,
Measureyes_0924_01_response_0001.json,3712,26,,,,
Measureyes_0924_01_response_0001.json,3712,20,,,,
Measureyes_0924_01_response_0001.json,3712,19,,,,
Measureyes_0924_01_response_0001.json,3712,17,,,,
Measureyes_0924_01_response_0001.json,3712,15,,,,
Measureyes_0924_01_response_0001.json,3712,7,,,,
Measureyes_0924_01_response_0001.json,3712,5,,,,
Measureyes_0924_01_response_0001.json,3795,5,,,,
Measureyes_0924_01_response_0001.json,3795,8,,,,
Measureyes_0924_01_response_0001.json,3795,15,,,,
Measureyes_0924_01_response_0001.json,3795,17,,,,
Measureyes_0924_01_response_0001.json,3795,19,,,,
Measureyes_0924_01_response_0001.json,3795,20,,,,
Measureyes_0924_01_response_0001.json,3795,24,,,,
Measureyes_0924_01_response_0001.json,3795,27,,,,
Measureyes_0924_01_response_0001.json,3837,27,,,,
Measureyes_0924_01_response_0001.json,3837,24,,,,
Measureyes_0924_01_response_0001.json,3837,20,,,,
Measureyes_0924_01_response_0001.json,3837,19,,,,
Measureyes_0924_01_response_0001.json,3837,17,,,,
Measureyes_0924_01_response_0001.json,3837,8,,,,
